Locus	Gene	Product	Group1_replicate 1	Group1_replicate 2	Group1_replicate 3	Group2_replicate 1	Group2_replicate 2	Group2_replicate 3	Group3_replicate 1	Group3_replicate 2	Group3_replicate 3	Input_ replicate 1	Input_replicate 2
SL1344_0550A	cusA	cation efflux protein (pseudogene)	6	0	0	2	0	0	1	0	2	40	64
SL1344_0551	ykgD	hypothetical araC-family transcriptional regulator	13	0	0	0	4	0	1	0	2	270	378
SL1344_0552	ykgC	probable pyridine nucleotide-disulfide oxidoreductase	20	8	3	0	2	0	4	0	2	874	723
SL1344_0553	SL0553	hypothetical secreted protein	3	0	0	0	0	2	0	0	0	98	61
SL1344_0554	ykgB	putative membrane protein	6	0	0	0	0	0	0	0	3	207	400
SL1344_0555	SL0555	conserved hypothetical protein	12	9	0	4	2	0	4	4	3	2415	3416
SL1344_0556	pheP	phenylalanine-specific permease	23	6	0	0	0	0	4	2	13	386	598
SL1344_0557	ybdG	putative membrane protein	20	4	4	4	0	2	4	8	12	1297	2040
SL1344_0558	apeE	outer membrane esterase	32	2	0	11	0	7	9	11	16	680	719
SL1344_0559	manR	sigma 54-associated DNA-binding protein	50	7	0	4	2	2	16	6	26	587	616
SL1344_0560	SL0560	similar to a putative phospohtase isomerase	23	7	0	0	0	0	6	2	4	207	140
SL1344_0561	SL0561	Putative GTP Binding protein	32	5	0	0	0	4	6	0	2	203	131
SL1344_0562	manZ	putative mannose specific permease	12	1	0	0	0	0	14	0	3	120	102
SL1344_0563	manY	putative mannose specific permease	25	2	0	0	2	0	0	3	6	113	88
SL1344_0564	manX	putative mannose specific permease	11	2	2	0	0	0	0	1	0	30	8
SL1344_0565	SL0565	putative protein	9	3	0	0	0	0	0	0	0	46	51
SL1344_0566	nfnB	oxygen-insensitive NAD(P)H nitroreductase	6	4	3	4	1	5	4	6	14	2649	2965
SL1344_0567	ybdF	conserved hypothetical protein	5	0	0	1	2	1	0	0	7	352	868
SL1344_0568	SL0568	putative tetR-family transcriptional regulator	4	4	0	0	0	0	0	0	15	337	570
SL1344_0569	ramA	transcriptional activator RamA	2	3	0	1	2	1	1	3	3	1574	4229
SL1344_0570	SL0570	putative membrane protein	11	3	0	1	1	2	2	6	2	1035	2360
SL1344_0571	SL0571	conserved hypothetical protein	28	9	0	2	3	4	6	4	10	594	1017
SL1344_0572	entD	enterobactin synthetase component D	10	3	0	0	0	0	2	2	12	92	92
SL1344_0573	fepA	ferrienterobactin receptor precursor	31	2	0	2	6	2	2	14	53	265	288
SL1344_0574	fes	enterochelin esterase	27	8	0	6	4	2	36	4	37	64	70
SL1344_0575	ybdZ	conserved hypothetical protein	7	3	0	1	0	0	24	1	1	16	4
SL1344_0576	entF	enterobactin synthetase component F	90	19	0	10	8	2	16	32	62	223	224
SL1344_0577	fepE	ferric enterobactin transport protein	6	2	2	14	4	12	4	11	31	1464	1512
SL1344_0578	fepC	ferric enterobactin transport ATP-binding protein FepC	3	4	0	0	0	8	2	0	6	213	305
SL1344_0579	fepG	ferric enterobactin transport protein FepG	27	1	0	0	2	1	6	0	6	63	72
SL1344_0580	fepD	ferric enterobactin transport protein FepD	23	2	0	0	2	2	2	0	2	62	27
SL1344_0581	ybdA	hypothetical membrane protein p43	40	6	0	0	0	0	12	2	5	52	47
SL1344_0582	fepB	ferrienterobactin-binding periplasmic protein precursor	29	2	0	0	2	0	6	0	10	33	82
SL1344_0583	entC	isochorismate synthase EntC	10	8	0	0	5	0	2	7	27	72	58
SL1344_0584	entE	2,3-dihydroxybenzoate-AMP ligase	28	2	0	2	4	2	7	16	33	72	70
SL1344_0585	entB	isochorismatase	17	0	2	3	2	4	29	11	28	55	42
SL1344_0586	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	22	0	2	0	0	0	6	9	25	57	33
SL1344_0587	ybdB	conserved hypothetical protein	5	2	0	0	0	0	8	4	8	16	20
SL1344_0588	cstA	carbon starvation protein A	41	2	3	35	18	42	8	68	155	2063	1841
SL1344_0589	SL0589	conserved hypothetical protein	7	0	1	0	4	2	0	9	9	441	468
SL1344_0590	ybdH	putative oxidoreductase	34	3	0	6	0	6	6	3	23	538	887
SL1344_0591	SL0591	putative aminotransferase	10	2	4	0	2	8	4	2	12	411	719
SL1344_0592	SL0592	conserved hypothetical protein	12	2	0	4	2	6	2	4	8	332	590
SL1344_0593	SL0593	conserved hypothetical protein	10	6	2	0	6	4	8	2	14	980	1977
SL1344_0594	ybdO	putative lysR-family transcriptional regulator	6	2	0	4	2	4	2	6	8	8738	6061
SL1344_0595	dsbG	thiol:disulfide interchange protein DsbG precursor	4	4	1	2	2	0	2	4	12	850	1159
SL1344_0596	ahpC	alkyl hydroperoxide reductase c22 protein	12	12	46	225	151	154	6	39	132	14318	48788
SL1344_0597	ahpF	alkyl hydroperoxide reductase F52A protein (subunit F)	31	8	6	32	14	30	12	4	14	739	12527
SL1344_0598	SL0598	conserved hypothetical protein	2	4	0	1	0	0	1	0	2	145	61
SL1344_0599	SL0599	molybdopterin-containing oxidoreductase catalytic subunit	28	6	0	4	2	0	2	4	7	217	231
SL1344_0600	SL0600	molybdopterin-containing oxidoreductase iron-sulfur subunit	5	2	0	4	2	0	0	0	2	69	78
SL1344_0601	SL0601	molybdopterin-containing oxidoreductase membrane anchor subunit	6	1	0	7	0	0	2	2	5	429	304
SL1344_0602	ybdQ	conserved hypothetical protein	13	4	0	15	5	22	0	15	46	2860	2719
SL1344_0603	ybdR	hypothetical zinc-dependant alcohol dehydrogenase	21	7	4	2	8	8	18	8	10	282	294
SL1344_0604	rnk	regulator of nucleoside diphosphate kinase	5	1	0	5	4	4	4	11	29	386	559
SL1344_0605	rna	ribonuclease I precursor	17	18	16	49	24	52	2	48	117	3410	3943
SL1344_0606	citT	citrate carrier	15	4	0	12	4	6	0	7	22	442	285
SL1344_0607	citG	triphosphoribosyl-dephospho-CoA synthase	28	5	0	0	2	0	3	0	4	97	99
SL1344_0608	citX	apo-citrate lyase phosphoribosyl-dephospho-coa transferase (ec 2.7.7.61) (holo-acp synthase) (holo-citrate lyase synthase) (apo- acp nucleodityltransferase)	20	4	0	0	0	0	6	0	1	9	8
SL1344_0609	citF	citrate lyase alpha chain	40	4	0	0	4	0	6	2	18	35	83
SL1344_0610	citE	citrate lyase beta chain	35	4	2	0	6	2	0	0	13	53	64
SL1344_0611	citD	citrate lyase acyl carrier protein	16	2	1	0	6	0	0	1	0	23	23
SL1344_0612	citC	[citrate (pro-3S)-lyase] ligase	10	6	0	0	0	2	4	2	6	109	49
SL1344_0613	citA	sensor kinase DpiB	12	4	2	0	0	2	2	1	14	515	513
SL1344_0614	citB	transcriptional regulatory protein dpia	9	6	0	0	0	0	0	2	4	146	313
SL1344_0615	dcuC	C4-dicarboxylate anaerobic carrier	25	6	0	0	0	0	6	0	7	167	200
SL1344_0616	pagP	antimicrobial peptide resistance and lipid A acylation protein	5	2	10	18	10	11	2	25	60	1640	1419
SL1344_0617	cspE	cold shock-like protein cspE	13	4	14	60	22	37	0	125	233	8874	4689
SL1344_0618	crcB	putative membrane protein	9	2	2	4	2	2	3	4	8	922	707
SL1344_0619	SL0619	possible hydrolase	12	0	0	0	4	2	5	4	2	249	243
SL1344_0620	tatE	sec-independent protein translocase protein TatE	6	0	0	2	2	4	3	5	10	550	595
SL1344_0621	lipA	lipoic acid synthetase	12	4	2	3	5	0	5	12	25	1599	3287
SL1344_0622	ybeF	lysR-family transcriptional regulator	10	4	0	2	0	2	16	2	2	2585	3286
SL1344_0623	lipB	lipoate-protein ligase B (lipoate biosynthesis protein B)	12	4	0	0	2	0	2	2	13	1336	1876
SL1344_0624	ybeD	conserved hypothetical protein	4	4	0	4	2	2	2	8	36	1994	3115
SL1344_0625	dacA	D-alanine carboxypeptidase	2	4	6	6	0	6	0	0	8	1734	1549
SL1344_0626	rlpA	rare lipoprotein A precursor	8	4	0	7	2	8	4	6	30	570	887
SL1344_0627	mrdB	rod shape-determining protein RodA	15	6	0	3	2	2	8	12	6	421	454
SL1344_0628	mrdA	penicillin-binding protein 2	10	12	0	2	6	10	62	5	17	380	906
SL1344_0629	ybeA	conserved hypothetical protein	8	0	0	1	7	0	0	10	17	317	619
SL1344_0630	SL0630	conserved hypothetical protein	8	0	2	0	3	0	3	1	15	613	834
SL1344_0631	cobC	alpha-ribazole-5'-phosphate phosphatase	12	2	0	0	0	4	2	3	7	459	748
SL1344_0632	cobD	putative aminotransferase CobD	20	6	0	0	4	0	8	3	10	481	657
SL1344_0633	nadD	conserved hypothetical protein	9	1	0	4	3	2	2	0	12	207	292
SL1344_0634	holA	DNA polymerase III, delta subunit	18	12	2	5	7	0	0	2	4	246	398
SL1344_0635	rlpB	rare lipoprotein B precursor	2	2	1	4	3	4	2	6	18	320	411
SL1344_0636	leuS	leucyl-tRNA synthetase	24	7	11	41	13	24	10	37	60	1958	3153
SL1344_0637	SL0637	putative hydrolase N-terminus	0	2	0	0	3	0	0	0	0	65	42
SL1344_0638	SL0638	putative hydrolase C-terminus	12	2	2	0	1	0	2	0	2	297	174
SL1344_0639	SL0639	probable permease	16	2	0	0	4	0	6	0	6	365	349
SL1344_0640	SL0640	putative sigma-54 dependent transcriptional regulator	35	6	0	2	4	6	0	5	4	4825	5291
SL1344_0641	ybeL	conserved hypothetical protein	3	0	0	2	0	5	0	15	16	1049	1449
SL1344_0642	SL0642	conserved hypothetical protein	8	2	2	0	4	4	1	6	11	3232	2278
SL1344_0643	SL0643	conserved hypothetical protein	12	0	0	0	1	4	0	4	0	79	59
SL1344_0644	SL0644	putative membrane protein	17	5	0	4	4	0	8	0	8	116	206
SL1344_0645	SL0645	putative conserved hypothetical protein (pseudogene)	4	1	0	0	0	0	0	0	0	19	13
SL1344_0647	SL0647	SL0647	27	6	0	0	0	2	39	0	10	183	169
SL1344_0648	SL0648	chaperone heat shock protein	23	6	0	2	6	0	0	4	6	1987	1350
SL1344_0649	SL0649	putative conserved hypothetical protein	11	2	1	14	2	8	4	6	23	1562	2472
SL1344_0650	ybeK	probable nucleoside hydrolase	31	5	0	10	2	2	6	6	34	905	1043
SL1344_0651	gltL	glutamate/aspartate transport ATP-binding protein GltL	24	8	0	2	8	2	6	8	20	259	259
SL1344_0652	gltK	glutamate/aspartate transport system permease protein GltK	12	4	2	1	4	0	6	4	12	545	601
SL1344_0653	gltJ	glutamate/aspartate transport system permease protein GltJ	18	4	0	4	2	4	17	0	6	842	679
SL1344_0654	ybeJ	ABC transporter periplasmic binding protein (glutamate/aspartate?)	16	3	6	32	10	14	5	26	88	4970	4615
SL1344_0655	lnt	apolipoprotein N-acyltransferase	8	4	0	6	2	8	8	10	22	828	1439
SL1344_0656	SL0656	haemolysin-related protein	4	4	2	8	0	5	0	18	30	1605	2856
SL1344_0657	SL0657	conserved hypothetical protein	11	4	1	4	4	3	2	4	12	781	1614
SL1344_0658	ybeZ	PhoH-like ATP-binding protein	12	7	12	14	7	14	0	12	31	6000	6417
SL1344_0659	miaB	MiaB protein (putative tRNA-thiotransferase (or tRNA-methylthiotransferase))	14	5	4	26	18	20	0	37	88	2712	3929
SL1344_0660	yleB	putative monooxygenase	39	12	0	7	2	6	6	10	15	796	978
SL1344_0661	SL0661	putative exported protein	6	0	2	2	2	0	0	0	7	1716	782
SL1344_0662	asnB	asparagine synthetase B	40	7	6	18	10	24	2	6	26	1340	1450
SL1344_0663	nagD	NagD protein	6	4	3	1	0	2	2	7	11	648	903
SL1344_0664	nagC	N-acetylglucosamine repressor	10	4	0	6	5	6	2	0	15	517	1025
SL1344_0665	nagA	N-acetylglucosamine-6-phosphate deacetylase	9	8	4	16	4	12	4	10	40	846	1453
SL1344_0666	nagB	glucosamine-6-phosphate deaminase	10	7	8	14	6	7	4	15	28	1266	1582
SL1344_0667	nagE	pts system, N-acetylglucosamine-specific IIABC component	28	5	8	20	9	28	12	44	58	712	1226
SL1344_0668	glnS	glutaminyl-tRNA synthetase	12	6	9	14	14	12	12	13	55	1885	3007
SL1344_0669	ybfM	putative outer membrane protein	13	0	0	6	2	2	0	8	17	1499	1372
SL1344_0670	SL0670	putative lipoprotein	5	0	0	0	0	0	0	0	3	60	180
SL1344_0671	citA	citrate-proton symporter	20	7	2	0	4	2	2	4	7	949	513
SL1344_0672	citB	citrate utilization protein B	16	5	0	0	2	0	6	0	3	82	68
SL1344_0673	tcuA	conserved hypothetical protein	23	4	0	2	2	4	0	4	7	128	147
SL1344_0674	tcuR	lysR-family transcriptional regulator	31	0	0	0	0	0	2	4	14	1080	1744
SL1344_0675	fur	ferric uptake regulation protein	4	2	2	2	5	6	2	13	21	4958	6652
SL1344_0676	fldA	flavodoxin 1	2	4	2	3	8	2	2	21	23	4145	4337
SL1344_0677	ybfE	conserved hypothetical protein	3	4	1	0	0	4	2	0	6	684	378
SL1344_0678	ybfF	putative esterase/lipase YbfF	11	3	0	2	1	2	0	2	5	612	591
SL1344_0679	seqA	seqA protein	11	0	0	8	6	2	0	9	11	3364	4010
SL1344_0680	pgm	phosphoglucomutase	30	6	10	21	10	17	4	8	33	785	1720
SL1344_0681	SL0681	possible 5-nitroimidazole antibiotic resistance	5	0	0	0	2	2	0	4	4	180	279
SL1344_0682	potE	putrescine-ornithine antiporter	7	4	0	2	0	2	6	6	8	248	582
SL1344_0683	speF	ornithine decarboxylase, inducible (ec 4.1.1.17)	28	8	0	4	2	2	6	6	16	699	2528
SL1344_0684	kdpE	KDP operon transcriptional regulatory protein	10	2	4	0	1	2	2	4	5	865	884
SL1344_0685	kdpD	sensor protein KdpD	68	15	2	4	5	4	4	6	16	538	601
SL1344_0686	kdpC	potassium-transporting ATPase C chain	16	3	0	0	0	0	4	0	9	125	115
SL1344_0687	kdpB	potassium-transporting ATPase B chain	65	8	0	2	4	0	10	2	22	152	97
SL1344_0688	kdpA	potassium-transporting ATPase A chain	31	2	0	0	0	6	0	8	8	204	185
SL1344_0689	ybfA	putative exported protein	3	0	4	3	2	9	2	10	19	4166	4231
SL1344_0690	phrB	deoxyribodipyrimidine photolyase	19	7	0	5	2	4	4	4	12	790	1160
SL1344_0691	SL0691	PTR2-family transport protein	8	4	2	2	5	2	18	2	10	667	773
SL1344_0692	SL0692	conserved hypothetical protein	6	6	4	12	5	6	4	10	26	383	491
SL1344_0693	SL0693	conserved hypothetical protein	20	4	0	6	4	2	2	8	14	112	248
SL1344_0694	SL0694	conserved hypothetical protein	19	4	2	9	2	2	2	9	20	270	265
SL1344_0695	SL0695	conserved hypothetical protein	22	1	0	3	5	2	0	6	8	236	232
SL1344_0696	SL0696	putative protein	3	0	0	2	1	1	0	2	0	168	119
SL1344_0697	fimB	putative type 1 fimbriae regulatory protein	4	6	0	0	0	3	2	0	6	1936	2410
SL1344_0698	SL0698	putative protein	12	1	0	4	2	0	0	0	2	23	27
SL1344_0699	SL0699	putative transport protein	12	2	0	1	3	0	46	4	5	23	17
SL1344_0700	SL0700	putative udp-galactopyranose mutase (pseudogene)	8	0	0	0	0	0	0	0	0	36	15
SL1344_0702	SL0702	putative glycosyl transferase	13	2	2	0	0	1	2	0	6	64	24
SL1344_0703	SL0703	galactosyltransferase	11	2	0	1	0	0	5	2	2	59	28
SL1344_0704	SL0704	O-antigen export system, permease protein	8	6	0	3	0	0	0	2	3	147	58
SL1344_0705	SL0705	ABC transporter domain protein	1	1	0	2	2	0	2	1	6	90	75
SL1344_0706	SL0706	putative glycosyltransferase, cell wall biogenesis	8	5	0	0	2	0	4	4	11	172	82
SL1344_0707	SL0707	putative glycosyltransferase, cell wall biogenesis	5	2	0	0	0	0	0	1	2	121	34
SL1344_0708	SL0708	putative glycosyl transferase	14	6	2	2	5	0	4	2	7	157	81
SL1344_0709	SL0709	conserved hypothetical cytoplasmic protein	1	0	0	0	1	0	2	0	2	93	99
SL1344_0710	nei	endonuclease VIII, DNA N-glycosylase with an AP lyase activity	8	5	0	5	3	4	2	4	19	704	1042
SL1344_0711	SL0711	putative membrane protein	15	3	0	3	0	0	2	2	6	255	487
SL1344_0712	gltA	citrate synthase	33	10	14	49	30	31	5	52	90	12125	19159
SL1344_0713	SL0713	putative exported protein	2	6	0	10	4	16	7	10	15	9469	11478
SL1344_0714	sdhC	succinate dehydrogenase cytochrome b-556 subunit	7	0	2	16	6	11	2	8	36	6880	10342
SL1344_0715	sdhD	succinate dehydrogenase hydrophobic membrane anchor protein	5	2	2	10	9	0	0	5	18	1321	2910
SL1344_0716	sdhA	succinate dehydrogenase flavoprotein subunit	36	11	14	43	24	32	15	71	128	4518	8643
SL1344_0717	sdhB	succinate dehydrogenase iron-sulfur protein	6	3	2	16	8	31	10	26	60	2002	2166
SL1344_0718	sucA	2-oxoglutarate dehydrogenase E1 component	45	12	20	84	28	69	9	99	164	8027	8718
SL1344_0719	sucB	dihydrolipoamide succinyltransferase component (E2)	28	4	7	55	40	22	2	82	124	2856	2949
SL1344_0720	sucC	succinyl-CoA synthetase beta chain	31	8	20	72	38	29	6	97	143	2893	2519
SL1344_0721	sucD	succinyl-CoA synthetase alpha chain	20	8	14	44	13	24	0	39	63	2390	2401
SL1344_0722	cydA	cytochrome d ubiquinol oxidase subunit I	35	6	8	54	24	54	12	54	150	5251	10850
SL1344_0723	cydB	cytochrome d ubiquinol oxidase subunit II	32	8	8	44	16	60	6	47	146	1565	2914
SL1344_0724	SL0724	putative membrane protein	1	0	2	10	1	8	0	6	14	203	200
SL1344_0725	SL0725	putative membrane protein	2	0	0	0	0	0	0	12	22	140	133
SL1344_0726	ybgC	conserved hypothetical protein	2	0	0	2	3	0	6	2	11	790	654
SL1344_0727	tolQ	TolQ protein	22	2	0	4	0	2	3	2	10	287	599
SL1344_0728	tolR	tolR protein	6	0	0	2	0	0	4	2	7	125	456
SL1344_0729	tolA	tolA protein	39	9	6	22	8	10	78	56	97	427	638
SL1344_0730	tolB	tolB protein precursor	34	0	14	22	10	27	0	18	46	2374	3001
SL1344_0731	pal	peptidoglycan-associated lipoprotein precursor	6	4	11	17	11	35	1	34	46	2242	2678
SL1344_0732	ybgF	putative exported protein	8	3	2	13	11	20	3	13	34	1453	1467
SL1344_0733	nadA	quinolinate synthetase A protein	26	6	2	5	1	2	2	0	10	223	171
SL1344_0734	pnuC	pnuC protein	5	0	0	3	2	4	2	0	5	416	546
SL1344_0735	ybgR	probable cation transport protein	8	4	0	2	2	0	2	2	2	666	1045
SL1344_0736	SL0736	putative exported protein	4	0	0	4	2	4	0	6	10	3497	2868
SL1344_0737	aroG	phospho-2-dehydro-3-deoxyheptonate aldolase (DAHP synthetase) phenylalanine repressible	6	8	2	12	8	16	4	18	32	2651	2176
SL1344_0738	SL0738	putative hydro-lyase	6	4	0	0	2	0	2	0	7	388	404
SL1344_0739	SL0739	putative hydro-lyase	8	2	0	0	0	4	2	2	10	545	315
SL1344_0740	SL0740	LysR-family transcriptional regulator	6	0	0	2	2	0	1	4	10	2468	1429
SL1344_0741	SL0741	LysR-family transcriptional regulator	0	2	0	0	2	4	4	0	2	788	766
SL1344_0742	SL0742	putative cation transporter	9	6	0	0	2	0	4	4	0	114	61
SL1344_0743	oadG2	oxaloacetate decarboxylase gamma chain (ec 4.1.1.3)	11	0	2	0	0	0	1	0	2	29	36
SL1344_0744	oadA	oxaloacetate decarboxylase alpha chain (ec 4.1.1.3)	53	2	2	0	5	0	16	2	2	27	65
SL1344_0745	oadB2	oxaloacetate decarboxylase beta chain (ec 4.1.1.3)	59	2	0	0	2	2	8	0	5	92	98
SL1344_0746	SL0746	conserved hypothetical protein	11	0	0	0	4	0	4	2	7	54	57
SL1344_0747	SL0747	ABC transporter permease (FecCD_family)	12	7	0	0	2	0	8	0	4	79	116
SL1344_0748	SL0748	ABC transporter ATP-binding protein	17	1	0	0	2	0	2	4	4	127	237
SL1344_0749	gpmA	phosphoglycerate mutase 1	5	7	12	35	19	32	2	55	140	3138	4133
SL1344_0750	galM	aldose 1-epimerase (mutarotase)	15	2	4	15	7	6	0	5	12	1088	2003
SL1344_0751	galK	galactokinase	21	3	1	11	4	13	0	9	16	1017	1434
SL1344_0752	galT	galactose-1-phosphate uridylyltransferase	28	3	6	13	5	13	4	16	3	302	552
SL1344_0753	galE	UDP-glucose 4-epimerase	10	5	0	21	3	4	2	4	16	935	1310
SL1344_0754	SL0754	putative membrane protein	10	0	0	0	0	2	9	0	2	157	94
SL1344_0755	modF	putative molybdenum transport ATP-binding protein ModF (photorepair protein PhrA)	18	10	2	14	10	4	4	12	23	521	968
SL1344_0756	modE	putative molybdenum transport protein ModE	14	9	0	2	4	2	2	2	2	779	1001
SL1344_0757	SL0757	putative membrane protein	0	11	0	0	0	4	2	4	4	1203	1538
SL1344_0758	modA	molybdate-binding periplasmic protein precursor	15	4	2	8	2	2	0	0	23	688	1100
SL1344_0759	modB	molybdenum transport system permease protein ModB	34	4	2	2	2	0	4	2	13	174	382
SL1344_0760	modC	molybdenum transport ATP-binding protein ModC	12	2	2	6	2	3	2	2	13	362	603
SL1344_0761	ybhA	conserved hypothetical protein	10	1	2	0	2	2	0	2	7	1223	1158
SL1344_0762	pgl	conserved hypothetical protein	12	0	4	5	10	8	2	13	35	644	859
SL1344_0763	ybhC	possible pectinesterase precursor	8	6	8	8	4	12	5	6	23	1066	1395
SL1344_0764	hutI	imidazolonepropionase	32	7	2	9	0	8	7	2	11	606	587
SL1344_0765	hutG	formiminoglutamase	29	7	3	3	7	7	2	6	10	224	233
SL1344_0766	hutC	histidine utilization repressor	15	5	0	2	3	4	3	0	13	381	312
SL1344_0767	hutU	urocanate hydratase	30	4	2	20	7	17	8	16	16	354	237
SL1344_0768	hutH	histidine ammonia-lyase	40	2	0	16	6	4	6	12	18	237	187
SL1344_0769	ybhB	conserved hypothetical protein	8	3	0	8	2	6	2	18	14	96	198
SL1344_0770	bioA	adenosylmethionine-8-amino-7-oxononanoateaminotransferase	28	7	4	14	7	13	2	8	16	167	660
SL1344_0771	bioB	biotin synthetase	17	2	4	18	12	16	0	10	34	607	1285
SL1344_0772	bioF	8-amino-7-oxononanoate synthase	30	4	4	12	20	8	6	10	18	16	121
SL1344_0773	bioC	biotin synthesis protein BioC	25	4	0	2	2	10	6	11	12	42	77
SL1344_0774	bioD	dethiobiotin synthetase	10	0	0	4	0	2	4	2	13	25	28
SL1344_0775	uvrB	excision nuclease ABC subunit B	40	11	4	12	8	10	4	8	30	1015	2157
SL1344_0776	slrP	leucine rich repeat	32	14	8	24	8	19	2	32	71	6441	6538
SL1344_0777	SL0777	conserved hypothetical protein	7	4	2	4	2	2	0	0	5	908	742
SL1344_0778	moaA	molybdenum cofactor biosynthesis protein A	24	10	0	0	2	5	5	7	18	1499	1917
SL1344_0779	moaB	molybdenum cofactor biosynthesis protein B	12	0	0	8	0	6	10	0	4	779	2022
SL1344_0780	moaC	molybdenum cofactor biosynthesis protein C	11	0	2	2	3	4	0	1	0	185	588
SL1344_0781	moaD	molybdopterin converting factor, subunit 1	6	0	0	1	1	2	0	2	2	43	114
SL1344_0782	moaE	molybdopterin converting factor, subunit 2	15	0	0	2	0	1	4	2	2	125	178
SL1344_0783	SL0783	putative membrane protein	0	0	0	0	2	2	6	12	20	1204	1349
SL1344_0784	SL0784	putative membrane protein	6	4	0	2	0	0	1	1	2	84	58
SL1344_0785	SL0785	putative inner membrane protein	2	0	0	0	0	0	2	1	2	306	114
SL1344_0786	SL0786	putative inner membrane protein	12	0	0	0	0	1	0	1	0	250	251
SL1344_0787	ybhN	putative membrane protein	9	0	0	0	0	2	3	4	8	258	290
SL1344_0788	ybhO	putative phospholipase	21	6	2	4	2	2	9	0	5	185	428
SL1344_0789	ybhP	conserved hypothetical protein	15	6	0	0	2	2	4	3	2	520	549
SL1344_0790	SL0790	putative membrane protein	15	0	2	5	4	4	2	10	26	3111	1868
SL1344_0791	SL0791	putative inner membrane protein	11	8	2	7	4	5	4	5	10	2748	1510
SL1344_0792	SL0792	putative inner membrane protein	19	4	2	2	0	5	2	4	15	271	362
SL1344_0793	ybhF	hypothetical ABC transporter ATP-binding protein	23	14	2	2	8	8	10	2	14	215	515
SL1344_0794	SL0794	HlyD-family secretion protein	18	3	2	6	0	2	1	2	8	562	1798
SL1344_0795	ybiH	hypothetical tetR-family transcriptional regulator	15	4	2	2	0	2	0	2	7	1080	1314
SL1344_0796	rhlE	putative ATP-dependent RNA helicase rhlE	60	2	0	2	6	0	4	6	34	132	252
SL1344_0797	dinG	probable ATP-dependent helicase DinG	39	11	0	7	2	4	22	12	6	760	1230
SL1344_0798	ybiB	putative glycosyltransferase	22	7	0	0	2	4	2	10	11	816	927
SL1344_0799	ybiJ	putative exported protein	4	0	0	4	1	4	0	0	2	333	313
SL1344_0800	ybiI	hypothetical Zinc-finger containing protein	4	2	1	4	4	0	5	0	3	1197	1009
SL1344_0801	SL0801	conserved hypothetical protein	18	2	0	4	2	0	2	6	6	924	1144
SL1344_0802	SL0802	putative membrane protein	34	8	0	9	10	4	12	2	18	1279	1263
SL1344_0803	glnQ	glutamine transport ATP-binding protein GlnQ	10	6	0	2	4	0	6	10	24	408	419
SL1344_0804	glnP	glutamine transport system permease protein GlnP	4	5	0	0	3	0	2	1	12	544	657
SL1344_0805	glnH	glutamine-binding periplasmic protein precursor	8	8	0	10	4	8	2	17	36	1512	1781
SL1344_0806	dps	DNA protection during starvation protein	20	19	41	157	80	131	14	83	192	47963	81022
SL1344_0807	ybiF	putative membrane protein	29	0	0	0	0	0	4	0	4	214	271
SL1344_0808	ompX	outer membrane protein x precursor	5	0	17	40	26	30	2	29	53	5721	5566
SL1344_0809	ybiP	putative membrane protein	14	10	0	0	4	1	2	6	10	986	1152
SL1344_0810	SL0810	transcriptional regulator (iron dependant repressor family)	6	2	0	0	0	2	0	4	0	347	329
SL1344_0811	ybiR	putative membrane protein	16	1	0	1	2	3	6	0	12	392	441
SL1344_0812	ybiS	putative exported protein	6	2	2	5	4	4	6	14	14	1948	2172
SL1344_0813	ybiT	ABC transporter ATP-binding protein	15	14	4	8	6	5	10	8	26	1247	1274
SL1344_0814	SL0814	conserved hypothetical protein	6	4	0	0	4	0	0	4	1	346	325
SL1344_0815	SL0815	conserved hypothetical protein	0	0	0	0	0	0	0	0	2	48	45
SL1344_0817	SL0817	conserved hypothetical protein	32	0	0	0	5	0	4	2	16	227	490
SL1344_0818	SL0818	conserved hypothetical protein	5	0	0	0	1	4	0	2	12	2220	3310
SL1344_0819	ybiW	putative formate acetyltransferase 3	47	10	7	10	4	6	8	25	97	329	418
SL1344_0820	ybiY	putative pyruvate formate-lyase 3 activating enzyme	11	2	4	16	0	20	8	22	66	198	207
SL1344_0821	moeB	molybdopterin biosynthesis MoeB protein	15	0	0	6	0	6	2	4	14	142	289
SL1344_0822	moeA	molybdopterin biosynthesis MoeA protein	14	6	2	2	2	4	4	4	22	537	834
SL1344_0823	ybiK	putative L-asparaginase	20	4	0	4	2	3	4	8	14	401	435
SL1344_0824	gsiA	hypothetical ABC transporter ATP-binding protein	16	8	0	2	10	2	2	4	14	305	475
SL1344_0825	yliB	putative ABC transporter periplasmic binding protein	43	5	0	2	2	2	0	2	21	373	436
