Protein Accession No	Gene	Protein Description	Protein Mr	uninfected mouse 	Group 1	Group 2	Group 3	Group 1/Group2	Group 1/Group 3	Group 2/Group 3
SL1344_3035	ygfB 	SL1344_3035 conserved hypothetical protein 3241702:3242280 reverse MW:21256	21243	0.00000%	0.00000%	0.00000%	0.00352%	0	0	0
SL1344_3036	ygfE 	SL1344_3036 conserved hypothetical protein 3242447:3242776 forward MW:12523	12515	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.9248125036	-7.9248125036
SL1344_3037	ygfA 	SL1344_3037 conserved hypothetical protein 3243142:3243618 forward MW:18094	18083	0.00000%	0.00000%	0.00000%	0.00243%	0	0	0
SL1344_3038	serA 	SL1344_3038 D-3-phosphoglycerate dehydrogenase 3243999:3245231 reverse MW:43988	43960	0.00000%	0.00000%	0.00000%	0.00000%	-8.2992080184	-8.4429434958	-0.1437354775
SL1344_3039	rpiA 	SL1344_3039 Ribose-5-phosphate isomerase A 3245497:3246156 reverse MW:22895	22881	0.00000%	0.00000%	0.00315%	0.00348%	-5.3575520046	-3.4594316186	1.898120386
SL1344_3040	iciA 	SL1344_3040 chromosome intitiation inhibitor 3246310:3247203 forward MW:33509	33488	0.00000%	0.00008%	0.00328%	0.00088%	0	0	0
SL1344_3041	yggE 	SL1344_3041 conserved hypothetical protein 3247469:3248215 reverse MW:26496	26480	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.0768155971	-7.0768155971
SL1344_3043	yggB 	SL1344_3043 hypothetical membrane protein 3249144:3250004 reverse MW:31060	31041	0.00000%	0.00000%	0.00000%	0.00135%	0	0	0
SL1344_3044	fba 	SL1344_3044 fructose 1,6-bisphosphate aldolase 3250231:3251310 reverse MW:39156	39132	0.00000%	0.00000%	0.00000%	0.00000%	-6.6226619675	-6.4065593454	0.2161026222
SL1344_3045	pgk 	SL1344_3045 phosphoglycerate kinase 3251412:3252575 reverse MW:41132	41107	0.00000%	0.00024%	0.02365%	0.02036%	-6.1876979443	-5.2854022189	0.9022957255
SL1344_3046	epd 	SL1344_3046 D-erythrose 4-phosphate dehydrogenase 3252597:3253643 reverse MW:38125	38102	0.00000%	0.00093%	0.06779%	0.03627%	0	0	0
SL1344_3047	0	SL1344_3047 conserved hypothetical protein 3254017:3254442 forward MW:15230	15221	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3052	tktA 	SL1344_3052 transketolase 3257113:3259059 reverse MW:70505	70460	0.00000%	0.00000%	0.00000%	0.00000%	-7.5655781368	-7.6268497645	-0.0612716277
SL1344_3053	yggG 	SL1344_3053 conserved hypothetical protein 3259380:3260138 forward MW:26708	26691	0.00000%	0.00032%	0.06062%	0.06325%	0	0	0
SL1344_3054	speB 	SL1344_3054 Agmatinase 3260239:3261159 reverse MW:33603	33582	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.5235619561	-7.5235619561
SL1344_3060	0	SL1344_3060 hypothetical GntR-family regulatory protein 3267800:3268549 reverse MW:29450	29432	0.00000%	0.00000%	0.00000%	0.00184%	0	-5.3575520046	-5.3575520046
SL1344_3061	0	SL1344_3061 hypothetical outer membrane lipoprotein 3268754:3269485 reverse MW:26287	26271	0.00000%	0.00000%	0.00000%	0.00041%	0	0	0
SL1344_3062	speA 	SL1344_3062 Biosynthetic arginine decarboxylase 3269629:3271542 reverse MW:71752	71707	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.7747870596	-7.7747870596
SL1344_3065	metK 	SL1344_3065 S-adenosylmethionine synthetase 3272395:3273549 forward MW:41953	41926	0.00000%	0.00000%	0.00000%	0.00219%	-4.9223657761	-3.8550516641	1.067314112
SL1344_3066	galP 	SL1344_3066 galactose-proton symport (galactose transporter) 3274081:3275436 forward MW:49691	49658	0.00000%	0.00034%	0.01031%	0.00492%	0	0	0
SL1344_3068	endA 	SL1344_3068 endonuclease I 3276107:3276814 forward MW:26806	26789	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3069	yggJ 	SL1344_3069 conserved hypothetical protein 3276843:3277622 forward MW:28897	28879	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.4093909361	-6.4093909361
SL1344_3070	gshB 	SL1344_3070 Glutathione synthetase 3277642:3278589 forward MW:35433	35410	0.00000%	0.00000%	0.00000%	0.00085%	-8.3487281542	-7.0334230015	1.3153051527
SL1344_3071	yqgE 	SL1344_3071 conserved hypothetical protein 3278805:3279368 forward MW:20681	20668	0.00000%	0.00000%	0.00326%	0.00131%	0	0	0
SL1344_3072	yqgF 	SL1344_3072 Putative Holliday junction resolvase 3279368:3279784 forward MW:15160	15151	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3075	yggS 	SL1344_3075 conserved hypothetical protein 3281647:3282351 forward MW:25671	25655	0.00000%	0.00000%	0.00000%	0.00000%	-8.2992080184	0	8.2992080184
SL1344_3076	yggT 	SL1344_3076 integral membrane protein 3282370:3282936 forward MW:21096	21082	0.00000%	0.00000%	0.00315%	0.00000%	0	0	0
SL1344_3077	yggU 	SL1344_3077 conserved hypothetical protein 3282933:3283223 forward MW:10531	10525	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3078	yggV 	SL1344_3078 HAM1 protein homolog. 3283231:3283824 forward MW:21033	21020	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3081	ansB 	SL1344_3081 L-asparaginase 3286184:3287230 reverse MW:36927	36904	0.00000%	0.00000%	0.00000%	0.00000%	0	-11.086136225	-11.086136225
SL1344_3082	yggN 	SL1344_3082 hypothetical protein 3287419:3288138 reverse MW:26265	26249	0.00000%	0.00000%	0.00000%	0.02174%	0	0	0
SL1344_3083	yggL 	SL1344_3083 conserved hypothetical protein 3288188:3288514 reverse MW:12794	12786	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3084	trmB 	SL1344_3084 conserved hypothetical protein 3288514:3289233 reverse MW:27127	27110	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3086	yggX 	SL1344_3086 conserved hypothetical protein 3290468:3290743 forward MW:10899	10892	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.3923174228	-7.3923174228
SL1344_3087	mltC 	SL1344_3087 membrane-bound lytic murein transglycosylase C 3290856:3291941 forward MW:40406	40381	0.00000%	0.00000%	0.00000%	0.00168%	0	-5.3575520046	-5.3575520046
SL1344_3088	nupG 	SL1344_3088 nucleoside permease nupg (nucleoside-transport system protein) 3292158:3293414 forward MW:46497	46466	0.00000%	0.00000%	0.00000%	0.00041%	0	0	0
SL1344_3091	0	SL1344_3091 conserved hypothetical protein 3297083:3297517 reverse MW:16146	16136	0.00000%	0.00000%	0.00000%	0.00000%	3	-4.7944158664	-7.7944158664
SL1344_3092	0	SL1344_3092 hypothetical hydrolase 3297528:3298853 reverse MW:48422	48392	0.00000%	0.00008%	0.00000%	0.00222%	-4.6119592331	-2.644625422	1.9673338111
SL1344_3093	0	SL1344_3093 conserved hypothetical protein 3298878:3299405 reverse MW:19541	19529	0.00000%	0.00075%	0.01834%	0.00469%	-4.2344652536	4.0874628413	8.3219280949
SL1344_3094	citE 	SL1344_3094 possible citrate lyase 3299429:3300271 reverse MW:29970	29951	0.00000%	0.00017%	0.00320%	0.00000%	-5.3987436919	-3.9541963104	1.4445473816
SL1344_3100	0	SL1344_3100 possible amino acid transport protein 3306115:3307614 reverse MW:53883	53846	0.00000%	0.00016%	0.00675%	0.00248%	0	0	0
SL1344_3105	0	SL1344_3105 conserved hypothetical protein 3311675:3312160 reverse MW:17753	17742	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3106	0	SL1344_3106 conserved hypothetical protein 3312886:3313809 reverse MW:35194	35171	0.00000%	0.00000%	0.00000%	0.00000%	-8.3398500029	-7.5235619561	0.8162880468
SL1344_3107	0	SL1344_3107 possible hydrolase 3313848:3314726 reverse MW:33116	33095	0.00000%	0.00000%	0.00324%	0.00184%	0	-5.3923174228	-5.3923174228
SL1344_3108	exuT 	SL1344_3108 hexuronate transporter 3315122:3316426 reverse MW:47815	47783	0.00000%	0.00000%	0.00000%	0.00042%	0	0	0
SL1344_3109	uxuA 	SL1344_3109 D-mannonate hydrolase 3316831:3318015 forward MW:44937	44909	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.8392037881	-7.8392037881
SL1344_3110	uxuB 	SL1344_3110 D-mannonate oxidoreductase 3318126:3319598 forward MW:54008	53973	0.00000%	0.00000%	0.00000%	0.00229%	0	-6.3750394313	-6.3750394313
SL1344_3111	uxaC 	SL1344_3111 Uronate isomerase 3319610:3321022 forward MW:53610	53576	0.00000%	0.00000%	0.00000%	0.00083%	0	-8.1292830169	-8.1292830169
SL1344_3112	0	SL1344_3112 hypothetical protein 3321322:3322380 reverse MW:39384	39359	0.00000%	0.00000%	0.00000%	0.00280%	0	-6.4093909361	-6.4093909361
SL1344_3113	gsp 	SL1344_3113 glutathionylspermidine synthetase/amidase 3323050:3324906 reverse MW:70241	70196	0.00000%	0.00000%	0.00000%	0.00085%	0	-7.4093909361	-7.4093909361
SL1344_3114	yghU 	SL1344_3114 possible transferase 3325133:3325999 forward MW:32343	32323	0.00000%	0.00000%	0.00000%	0.00170%	0	-5.3575520046	-5.3575520046
SL1344_3119	hybE 	SL1344_3119 hydrogenase-2 component protein 3328515:3329003 reverse MW:17887	17876	0.00000%	0.00000%	0.00000%	0.00041%	0	0	0
SL1344_3120	hybD 	SL1344_3120 hydrogenase-2 component protein 3328996:3329490 reverse MW:17619	17608	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3121	hybC 	SL1344_3121 hydrogenase-2 large subunit 3329490:3331193 reverse MW:62438	62399	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.8008998999	-7.8008998999
SL1344_3123	hybA 	SL1344_3123 hydrogenase-2 small subunit 3332358:3333344 reverse MW:35948	35925	0.00000%	0.00000%	0.00000%	0.00223%	0	0	0
SL1344_3124	hypO 	SL1344_3124 hydrogenase-2 small chain protein 3333347:3334465 reverse MW:39623	39598	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3219280949	-5.3219280949
SL1344_3126	0	SL1344_3126 methyl-accepting chemotaxis protein 3335027:3336670 reverse MW:58898	58861	0.00000%	0.00000%	0.00000%	0.00040%	0	0	0
SL1344_3127	yqhA 	SL1344_3127 hypothetical membrane protein 3336977:3337471 reverse MW:18504	18492	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3128	0	SL1344_3128 exported protein 3337751:3338266 reverse MW:20057	20044	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3129	0	SL1344_3129 hypothetical protein 3338358:3338768 forward MW:15449	15440	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3130	0	SL1344_3130 hypothetical protein 3338755:3339159 forward MW:15562	15552	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3131	yghA 	SL1344_3131 possible oxidoreductase 3339283:3340167 forward MW:31439	31419	0.00000%	0.00000%	0.00000%	0.00000%	4.6438561898	-1.748461233	-6.3923174228
SL1344_3132	exbD 	SL1344_3132 biopolymer transport ExbD protein 3340280:3340705 reverse MW:15619	15609	0.00000%	0.00025%	0.00000%	0.00084%	0	0	0
SL1344_3133	exbB 	SL1344_3133 biopolymer transport ExbB protein 3340712:3341446 reverse MW:26179	26163	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3219280949	-5.3219280949
SL1344_3135	metC 	SL1344_3135 beta-cystathionase 3341698:3342885 forward MW:42872	42845	0.00000%	0.00000%	0.00000%	0.00040%	0	-6.3575520046	-6.3575520046
SL1344_3136	yghB 	SL1344_3136 DedA-family integral membrane protein 3343025:3343684 forward MW:24153	24137	0.00000%	0.00000%	0.00000%	0.00082%	0	0	0
SL1344_3137	yqhC 	SL1344_3137 probable AraC-family trancriptional regulatory protein 3343748:3344665 reverse MW:34720	34697	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3138	yqhD 	SL1344_3138 probable alcohol dehydrogenase 3344840:3346003 forward MW:42084	42058	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.0112272554	-7.0112272554
SL1344_3139	dkgA 	SL1344_3139 2,5-diketo-D-gluconic acid reductase A 3346109:3346936 forward MW:30995	30976	0.00000%	0.00000%	0.00000%	0.00129%	0	0	0
SL1344_3141	0	SL1344_3141 conserved hypothetical protein 3348632:3349087 forward MW:17172	17162	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3142	ygiR 	SL1344_3142 conserved hypothetical protein 3349642:3351813 reverse MW:81912	81858	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3146	sufI 	SL1344_3146 SufI protein 3355171:3356583 reverse MW:51858	51825	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3147	plsC 	SL1344_3147 1-acyl-glycerol-3-phosphate acyltransferase 3356657:3357394 reverse MW:27339	27321	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3148	parC 	SL1344_3148 topoisomerase IV subunit A 3357651:3359909 reverse MW:84038	83985	0.00000%	0.00000%	0.00000%	0.00000%	-9.4262647547	-8.0056245492	1.4206402055
SL1344_3150	ygiW 	SL1344_3150 possible exported protein 3360958:3361350 reverse MW:13944	13936	0.00000%	0.00000%	0.00688%	0.00257%	0	-5.3575520046	-5.3575520046
SL1344_3151	ygiX 	SL1344_3151 probable two-component system response regulator. 3361502:3362161 forward MW:24274	24259	0.00000%	0.00000%	0.00000%	0.00041%	0	0	0
SL1344_3152	ygiY 	SL1344_3152 probable two-component system sensor histidine kinase 3362158:3363507 forward MW:50538	50507	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3153	mdaB 	SL1344_3153 hypothetical oxidoreductase 3363614:3364195 forward MW:21785	21771	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3154	ygiN 	SL1344_3154 conserved hypothetical protein 3364227:3364541 forward MW:11583	11576	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.5849625007	-6.5849625007
SL1344_3155	parE 	SL1344_3155 topoisomerase IV subunit B 3364666:3366558 reverse MW:70089	70045	0.00000%	0.00000%	0.00000%	0.00096%	0	-5.1699250014	-5.1699250014
SL1344_3156	yqiA 	SL1344_3156 conserved hypothetical protein 3366586:3367167 reverse MW:21608	21595	0.00000%	0.00000%	0.00000%	0.00036%	0	0	0
SL1344_3157	cpdA 	SL1344_3157 cyclic 3~,5~-adenosine monophosphate phosphodiesterase 3367167:3367994 reverse MW:31021	31002	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3158	yqiB 	SL1344_3158 conserved hypothetical protein 3368019:3368441 reverse MW:16542	16531	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3159	nudF 	SL1344_3159 conserved hypothetical protein 3368438:3369070 reverse MW:23809	23794	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3160	tolC 	SL1344_3160 outer membrane protein TolC precursor 3369271:3370746 forward MW:53686	53653	0.00000%	0.00000%	0.00000%	0.00000%	-5.417718591	-5.3087001824	0.1090184086
SL1344_3161	ygiB 	SL1344_3161 possible lipoprotein 3370959:3371630 forward MW:23387	23372	0.00000%	0.00063%	0.02693%	0.02497%	-8.3880172853	-6.4262647547	1.9617525306
SL1344_3162	ygiC 	SL1344_3162 conserved hypothetical protein 3371636:3372799 forward MW:44981	44952	0.00000%	0.00000%	0.00335%	0.00086%	0	-7.475733431	-7.475733431
SL1344_3165	assT 	SL1344_3165 probable arylsulfate sulfotransferase 3375206:3377002 forward MW:66587	66546	0.00000%	0.00000%	0.00000%	0.00178%	0	0	0
SL1344_3166	dsbA 	SL1344_3166 disulfide isomerase 3377022:3377693 forward MW:24574	24559	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3168	ribB 	SL1344_3168 3,4-dihydroxy-2-butanone 4-phosphate synthase 3378556:3379209 reverse MW:23310	23296	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3169	yqiC 	SL1344_3169 conserved hypothetical protein 3379646:3379945 forward MW:11553	11546	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3170	glgS 	SL1344_3170 glycogen synthesis protein GlgS 3380019:3380228 reverse MW:8201	8196	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3173	rfaE 	SL1344_3173 ADP-heptose synthase 3383264:3384697 reverse MW:51125	51092	0.00000%	0.00000%	0.00000%	0.00000%	-8.2946207489	-8.8548683833	-0.5602476344
SL1344_3174	glnE 	SL1344_3174 adenyl-transferase 3384745:3387588 reverse MW:108038	107969	0.00000%	0.00000%	0.00314%	0.00463%	0	-6.3750394313	-6.3750394313
SL1344_3175	ygiF 	SL1344_3175 conserved hypothetical protein 3387706:3389007 reverse MW:48555	48524	0.00000%	0.00000%	0.00000%	0.00083%	0	-5.2094533656	-5.2094533656
SL1344_3176	ygiM 	SL1344_3176 hypothetical signal transduction protein 3389249:3389863 forward MW:22855	22841	0.00000%	0.00000%	0.00000%	0.00037%	0	0	0
SL1344_3177	cca 	SL1344_3177 tRNA nucleotidyltransferase 3389926:3391167 forward MW:46532	46503	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3178	bacA 	SL1344_3178 bacitracin resistance protein (hypothetical undecaprenol kinase) 3391272:3392096 reverse MW:29923	29903	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3179	folB 	SL1344_3179 dihydroneopterin aldolase 3392191:3392553 reverse MW:13424	13416	0.00000%	0.00000%	0.00000%	0.00000%	-5.3663222142	-4.2946207489	1.0717014654
SL1344_3180	ygiH 	SL1344_3180 hypothetical membrane protein 3392657:3393268 forward MW:21904	21890	0.00000%	0.00008%	0.00330%	0.00157%	0	0	0
SL1344_3182	gcp 	SL1344_3182 possible glycoprotease 3393519:3394532 reverse MW:35940	35917	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3575520046	-5.3575520046
SL1344_3183	rpsU 	SL1344_3183 30S ribosomal subunit protein S21 3394760:3394975 forward MW:8500	8495	0.00000%	0.00000%	0.00000%	0.00041%	-3.693223221	-4.4289825484	-0.7357593273
SL1344_3184	dnaG 	SL1344_3184 DNA primase 3395211:3396956 forward MW:65363	65321	0.00000%	0.00185%	0.02393%	0.03985%	0	0	0
SL1344_3185	rpoD 	SL1344_3185 RNA polymerase sigma-70 factor 3397106:3398953 forward MW:70531	70486	0.00000%	0.00000%	0.00000%	0.00000%	-9.3442959079	-10.6917435192	-1.3474476113
SL1344_3186	mug 	SL1344_3186 G/U mismatch-specific DNA glycosylase 3399077:3399583 reverse MW:18650	18638	0.00000%	0.00000%	0.00650%	0.01654%	0	0	0
SL1344_3188	yqjI 	SL1344_3188 conserved hypothetical protein 3400863:3401510 forward MW:24176	24161	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3189	cheM 	SL1344_3189 methyl-accepting chemotaxis protein II 3401507:3403072 reverse MW:57279	57243	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.8201789624	-7.8201789624
SL1344_3190	aer 	SL1344_3190 aerotaxis receptor protein 3403460:3404980 reverse MW:55064	55029	0.00000%	0.00000%	0.00000%	0.00226%	0	0	0
SL1344_3192	fadH 	SL1344_3192 2,4-dienoyl-CoA reductase [NADPH] (ec 1.3.1.34) (2,4-dienoyl coenzyme A reductase) 3406960:3408978 forward MW:73130	73084	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3193	ygjO 	SL1344_3193 conserved hypothetical protein 3409059:3410195 reverse MW:42272	42246	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3194	ygjP 	SL1344_3194 conserved hypothetical protein 3410419:3410778 forward MW:13889	13880	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3196	ygjR 	SL1344_3196 possible oxidoreductase 3411711:3412709 forward MW:36889	36865	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3199	yqjA 	SL1344_3199 hypothetical membrane protein 3415899:3416561 forward MW:24657	24640	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3202	yqjE 	SL1344_3202 hypothetical membrane protein 3417811:3418209 forward MW:14781	14772	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3203	yqjK 	SL1344_3203 conserved hypothetical protein 3418206:3418505 forward MW:11548	11541	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3205	yqjG 	SL1344_3205 conserved hypothetical protein 3419203:3420189 forward MW:37381	37358	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3206	yhaH 	SL1344_3206 hypothetical membrane protein 3420313:3420678 forward MW:14150	14142	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3207	yhaJ 	SL1344_3207 possible LysR-family transcriptional regulator 3420717:3421613 reverse MW:33217	33196	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.4093909361	-6.4093909361
SL1344_3212	tdcG 	SL1344_3212 L-serine dehydratase 3425703:3427067 reverse MW:48475	48444	0.00000%	0.00000%	0.00000%	0.00085%	0	0	0
SL1344_3213	tdcE 	SL1344_3213 probable formate acetyltransferase 3427137:3429431 reverse MW:85865	85810	0.00000%	0.00000%	0.00000%	0.00000%	0	-8.8765169466	-8.8765169466
SL1344_3214	tdcD 	SL1344_3214 propionate kinase 3429465:3430673 reverse MW:43718	43690	0.00000%	0.00000%	0.00000%	0.00470%	0	0	0
SL1344_3215	tdcC 	SL1344_3215 threonine/serine transporter 3430739:3432070 reverse MW:48974	48942	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3216	tdcB 	SL1344_3216 catabolic threonine dehydratase 3432091:3433080 reverse MW:35141	35119	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3217	tdcA 	SL1344_3217 TDC operon transcriptional activator 3433178:3434116 reverse MW:34870	34848	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3221	garR 	SL1344_3221 2-hydroxy-3-oxopropionate reductase 3437158:3438048 reverse MW:30729	30709	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3222	garL 	SL1344_3222 5-keto-4-deoxy-D-glucarate aldolase 3438074:3438790 reverse MW:25394	25378	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3223	garD 	SL1344_3223 D-galactarate dehydratase 3439374:3440945 forward MW:56354	56318	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3224	0	SL1344_3224 probable carbohydrate kinase 3441185:3442132 reverse MW:34495	34473	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3225	agaR 	SL1344_3225 hypothetical transcriptional repressor 3442143:3442976 reverse MW:30156	30138	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3226	gatY 	SL1344_3226 tagatose-bisphosphate aldolase 3443310:3444164 forward MW:30922	30903	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3235	gatR 	SL1344_3235 galactitol utilization operon repressor 3452174:3452947 forward MW:27538	27521	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3236	yraL 	SL1344_3236 conserved hypothetical protein 3453105:3453968 reverse MW:31483	31464	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_3237	yraM 	SL1344_3237 possible exported protein 3454032:3456074 forward MW:72622	72576	0.00000%	0.00000%	0.00000%	0.00000%	0	-9.0927571409	-9.0927571409
SL1344_3239	yraO 	SL1344_3239 probable phosphoheptose isomerase 3456449:3457039 forward MW:21109	21096	0.00000%	0.00000%	0.00000%	0.00546%	0	0	0
SL1344_3240	yraP 	SL1344_3240 hypothetical protein 3457049:3457624 forward MW:20097	20085	0.00000%	0.00000%	0.00000%	0.00000%	-5.0631499126	-0.7004397181	4.3627101945
SL1344_3242	yhbO 	SL1344_3242 conserved hypothetical protein 3458457:3458975 forward MW:18871	18860	0.00000%	0.00088%	0.02942%	0.00143%	0	0	0
