Gene	Alias	BRecon Gene function	JCVI Common Name	Primary Common Name	Primary Enzyme Commission #	JCVI 5' End	JCVI 3' End	JCVI  Sequence Length	JCVI  Protein Length	UniProt Accession	GenBank ID	GO Term
STM2841	no		oxidoreductase, putative	putative oxidoreductase	No Data	2986507	2987640	1134	377	Q8ZMJ6	AAL21721.1	No Data
STM2847	hycG		NADH-ubiquinone oxidoreductase, 20 Kd subunit	hydrogenase activity	No Data	2993342	2992575	768	255	Q8ZMJ1	AAL21727.1	No Data
STM2848	nuoI		NADH dehydrogenase I, I subunit	hydrogenase 3, putative quinone oxidoreductase	No Data	2993884	2993342	543	180	Q7CPY2	AAL21728.1	No Data
STM2849	no		formate hydrogenlyase, subunit 5, putative	hydrogenase 3, large subunit (part of FHL	No Data	2995603	2993894	1710	569	Q8ZMJ0	AAL21729.1	No Data
STM2850	hycD		formate hydrogenlyase, subunit 4	hydrogenase 3, membrane subunit (part of FHL	No Data	2996544	2995621	924	307	Q8ZMI9	AAL21730.1	No Data
STM2851	no		NADH dehydrogenase, putative	hydrogenase 3, membrane subunit (part of FHL	No Data	2998373	2996547	1827	608	Q8ZMI8	AAL21731.1	GO:0003954
STM2852	hycB		hydrogenase-3, iron-sulfur subunit (part of FHL complex)	hydrogenase-3, iron-sulfur subunit (part of FHL complex)	No Data	2998981	2998373	609	202	Q7CPY1	AAL21732.1	No Data
STM2861	sitA	Salmonella iron transporter: fur regulated	endocarditis specific antigen	Salmonella iron transporter: fur regulated	No Data	3006368	3007285	918	305	Q7CPX8	AAL21741.1	No Data
STM2862	sitB	Salmonella iron transporter: fur regulated	ABC transporter, ATP-binding protein	Salmonella iron transporter: fur regulated	No Data	3007282	3008103	822	273	Q9XCS1	AAL21742.1	No Data
STM2863	sitC	Salmonella iron transporter: fur regulated	iron (chelated) ABC transporter, permease protein	Salmonella iron transporter: fur regulated	No Data	3008100	3008960	861	286	Q9XCS0	AAL21743.1	No Data
STM2864	sitD	Salmonella iron transporter: fur regulated	iron (chelated) ABC transporter, permease protein	Salmonella iron transporter: fur regulated	No Data	3008951	3009799	849	282	Q9XCR9	AAL21744.1	No Data
STM2916	fucA		L-FUCULOSE PHOSPHATE ALDOLASE	putative fuculose phosphate aldolase	No Data	3059451	3058813	639	212	Q7CPW8	AAL21796.1	No Data
STM2927	surE		stationary-phase survival protein SurE	survival protein, protein damage control	No Data	3069239	3068478	762	253	P66881	AAL21807.1	GO:0005554
STM2929	ispF		2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	2C-methyl-d-erythritol-2,4-cyclodiphosphate synthase	No Data	3070745	3070266	480	159	Q8ZMF7	AAL21809.1	GO:0008299
STM2930	ispD		4-diphosphocytidyl-2C-methyl-D-erythritol synthase	4-phosphocytidyl-2C-methyl-D-erythritol synthase	No Data	3071455	3070745	711	236	Q8ZMF6	AAL21810.1	GO:0008299
STM2933	cysC		adenylylsulfate kinase	adenosine 5-phosphosulfate kinase	2.7.1.25	3072955	3072350	606	201	P63889	AAL21813.1	GO:0004020
STM2934	cysD		sulfate adenylate transferase, subunit 1	ATP-sulfurylase, subunit 1 (ATP:sulfate adenylyltransferase)	2.7.7.4	3074381	3072942	1440	479	Q8ZMF5	AAL21814.1	GO:0004781
STM2935	cysD		sulfate adenylate transferase, subunit 2	ATP-sulfurylase, subunit 1 (ATP:sulfate adenylyltransferase)	2.7.7.4	3075299	3074391	909	302	P65672	AAL21815.1	GO:0004781
STM2946	cysH		phosphoadenosine phosphosulfate reductase	3-phosphoadenosine 5-phosphosulfate (PAPS) reductase	1.8.99.-	3088923	3088189	735	244	P17853	AAL21826.1	GO:0004604
STM2947	cysIJ		NADPH-sulfite reductase hemoprotein component	sulfite reductase, alpha subunit, NADPH dependent	1.6.8.1	3090711	3088999	1713	570	P17845	AAL21827.1	No Data
STM2948	cysIJ		sulfite reductase, beta (flavoprotein) subunit (1st module)	sulfite reductase, beta (flavoprotein) subunit	1.6.8.1	3092510	3090711	1800	599	P38039	AAL21828.1	No Data
STM2949	ptpS		6-pyruvoyl tetrahydropterin synthase, putative	putative synthase	4.6.1.10	3092934	3093296	363	120	Q7CPW5	AAL21829.1	No Data
STM2952	eno		enolase	enolase	4.2.1.11	3098662	3097364	1299	432	P64076	AAL21832.1	GO:0004634
STM2953	pyrG		CTP synthase	CTP synthetase	6.3.4.2	3100382	3098745	1638	545	P65921	AAL21833.1	GO:0003883
STM2954	mazG		mazG protein	putative pyrophosphatase	No Data	3101410	3100610	801	266	Q8ZME4	AAL21834.1	No Data
STM2956	relA		GTP pyrophosphokinase	(p)ppGpp synthetase I (GTP pyrophosphokinase)	2.7.6.5	3105114	3102880	2235	744	Q8ZME2	AAL21836.1	GO:0009267
STM2959	garK		yhaD protein	putative glycerate kinase 2	No Data	3110461	3109319	1143	380	Q8ZME0	AAL21839.1	No Data
STM2960	gudD		d-glucarate dehydratase	d-glucarate dehydratase	4.2.1.40	3111879	3110539	1341	446	Q8ZMD9	AAL21840.1	No Data
STM2961	gudD		d-glucarate dehydratase	putative d-glucarate dehydratase	4.2.1.40	3113240	3111900	1341	446	Q8ZMD8	AAL21841.1	No Data
STM2962	gudP		transporter, putative	putative MFS superfamily, D-glucarate permease	No Data	3114595	3113237	1359	452	Q8ZMD7	AAL21842.1	No Data
STM2970	sdaC-2		serine transporter	putative HAAAP family, serine transport protein	No Data	3120771	3122060	1290	429	Q8ZMD1	AAL21849.1	GO:0015194
STM2971	sda		L-serine dehydratase, iron-sulfur-dependent, single chain form	L-serine dehydratase (L-threonine deaminase 2)	4.2.1.13	3122119	3123486	1368	455	Q8ZMD0	AAL21850.1	GO:0003941
STM2973	fucO		alcohol dehydrogenase, iron-containing	L-1,2-propanediol oxidoreductase	1.1.1.77	3125652	3124504	1149	382	Q8ZMC8	AAL21852.1	No Data
STM2974	fucA		L-fuculose phosphate aldolase	L-fuculose-1-phosphate aldolase	4.1.2.17	3126316	3125669	648	215	Q8ZMC7	AAL21853.1	No Data
STM2975			pseudogene									
STM2976	fucI		L-fucose isomerase	L-fucose isomerase	5.3.1.-	3128220	3129995	1776	591	Q8ZMC6	AAL21854.1	GO:0006005
STM2977	fucK		L-fuculokinase	L-fuculokinase	2.7.1.51	3130096	3131514	1419	472	Q8ZMC5	AAL21855.1	No Data
STM2984	csdA		aminotransferase, class V	putative selenocysteine lyase	No Data	3135956	3137161	1206	401	Q8ZMC3	AAL21862.1	No Data
STM2988	no		membrane-bound lytic murein transglycosylase A, putative	membrane-bound lytic murein transglycosylase A	3.2.1.-	3140856	3139759	1098	365	Q8ZMC0	AAL21866.1	No Data
STM2991	amiC		N-acetylmuramoyl-L-alanine amidase	N-acetylmuramoyl-L-alanine amidase	3.5.1.28	3142609	3141356	1254	417	Q8ZMB9	AAL21867.1	GO:0008745
STM2992	argA		N-acetylglutamate synthase	N-alpha-acetylglutamate synthase (amino-acid acetyltransferase)	2.3.1.1	3142842	3144173	1332	443	Q8ZMB8	AAL21868.1	GO:0004042
STM3001	thyA		thymidylate synthase	thymidylate synthetase	2.1.1.45	3158811	3158017	795	264	Q8ZMA9	AAL21877.1	GO:0004799
STM3002	lgt		prolipoprotein diacylglyceryl transferase	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	2.4.99.-	3159693	3158818	876	291	P60959	AAL21878.1	GO:0008961
STM3009	no		putative efflux protein, resistance protein	putative efflux protein, resistance protein	No Data	3167897	3166677	1221	406	Q8ZMA5	AAL21885.1	No Data
STM3010	aas		Aas bifunctional protein, putative	bifunctional: 2-acylglycerophospho-ethanolamine acyl transferase acyl-acyl carrier protein	6.2.1.20	3170031	3167872	2160	719	Q8ZMA4	AAL21886.1	No Data
STM3013	lysA		diaminopimelate decarboxylase	diaminopimelate decarboxylase	4.1.1.20	3173957	3172695	1263	420	Q8ZMA2	AAL21889.1	GO:0008836
STM3016	araE		MFS family, L-arabinose: proton symport protein (low-affinity transporter) (1st module)	MFS family, L-arabinose: proton symport protein (low-affinity	No Data	3177220	3175802	1419	472	Q8ZMA0	AAL21892.1	No Data
STM3039	idi		isopentenyldiphosphate isomerase	isopentenyldiphosphate isomerase	5.3.3.2	3198598	3199143	546	181	Q8ZM82	AAL21914.1	No Data
STM3040	lysS		lysyl-tRNA synthetase	lysine tRNA synthetase, constitutive	6.1.1.6	3200736	3199219	1518	505	P28354	AAL21915.1	GO:0004824
STM3043	dsbC		disulfide bond formation protein	protein disulfide isomerase II	5.3.4.1	3204401	3203688	714	237	P55890	AAL21918.1	No Data
STM3045	no		flavodoxin	flavodoxin 2	No Data	3205377	3205955	579	192	P0A1N6	AAL21920.1	GO:0005489
STM3051	bglA		6-phospho-beta-glucosidase	6-phospho-beta-glucosidase A	3.2.1.86	3209322	3210740	1419	472	Q8ZM78	AAL21926.1	GO:0008706
STM3053	gcvP		glycine dehydrogenase	glycine cleavage complex protein P, glycine decarboxylase	1.4.4.2	3215121	3212137	2985	994	Q8ZM76	AAL21928.1	GO:0004375
STM3054	gcvH		glycine cleavage system H protein	glycine cleavage complex protein H, carrier of	No Data	3215562	3215173	390	129	Q8ZM75	AAL21929.1	GO:0004374
STM3055	gcvT		glycine cleavage system T protein	glycine cleavage complex protein T, aminomethyltransferase, tetrahydrofolate-dependent	2.1.2.10	3216664	3215588	1077	358	P64222	AAL21930.1	GO:0004047
STM3057	ubiH		ubiH protein	2-octaprenyl-6-methoxyphynol hydroxylase	1.14.3.-	3219643	3218465	1179	392	Q8ZM73	AAL21932.1	GO:0003824
STM3062	serA		D-3-phosphoglycerate dehydrogenase	D-3-phosphoglycerate dehydrogenase	1.1.1.95	3224511	3223279	1233	410	Q8ZM69	AAL21937.1	GO:0004617
STM3063	rpiA		ribose 5-phosphate isomerase	ribosephosphate isomerase, constitutive	5.3.1.6	3225436	3224777	660	219	P66692	AAL21938.1	GO:0004751
STM3066	yggA		putative LYSE family, amino acid transport protein	putative LYSE family, amino acid transport protein	No Data	3228224	3227589	636	211	Q8ZM68	AAL21941.1	No Data
STM3068	fba		fructose-bisphosphate aldolase, class II	fructose-bisphosphate aldolase	4.1.2.13	3230665	3229511	1155	384	Q7CPU6	AAL21943.1	No Data
STM3069	pgk		phosphoglycerate kinase	phosphoglycerate kinase	2.7.2.3	3231855	3230692	1164	387	P65702	AAL21944.1	GO:0004618
STM3070	epd		D-erythrose-4-phosphate dehydrogenase	D-erythrose 4-phosphate dehydrogenase	1.2.1.-	3232923	3231877	1047	348	Q7CPU5	AAL21945.1	GO:0008615
STM3076	tkt		transketolase	transketolase 1 isozyme	2.2.1.1	3238384	3236393	1992	663	Q8ZM63	AAL21951.1	GO:0004802
STM3078	speB		agmatinase, putative	agmatinase	3.5.3.11	3240439	3239519	921	306	P60656	AAL21953.1	GO:0006595
STM3086	speA		arginine decarboxylase	arginine decarboxylase	4.1.1.19	3250825	3248927	1899	632	P60659	AAL21961.1	GO:0006596
STM3090	metK		S-adenosylmethionine synthetase	methionine adenosyltransferase 1 (AdoMet synthetase)	2.5.1.6	3251693	3252847	1155	384	P66764	AAL21965.1	GO:0004478
STM3091	galP		MFS family, galactose:proton symporter (2nd module)	MFS family, galactose:proton symporter	No Data	3253378	3254733	1356	451	Q7CPT9	AAL21966.1	No Data
STM3095	gshB		glutathione synthetase	glutathione synthetase	6.3.2.3	3256939	3257886	948	315	P58580	AAL21970.1	GO:0004363
STM3103	ixpP		HAM1 protein	putative Xanthosine triphosphate pyrophosphatase	No Data	3262528	3263121	594	197	Q8ZM45	AAL21978.1	No Data
STM3106	ansB		L-asparaginase, putative	periplasmic L-asparaginase II	3.5.1.1	3266527	3265481	1047	348	Q7CPT7	AAL21981.1	No Data
STM3112	mltC		membrane-bound lytic murein transglycosylase C	membrane-bound lytic murein transglycosylase C	3.2.1.-	3270153	3271238	1086	361	Q8ZM39	AAL21987.1	GO:0003824
STM3113	nupG		nucleoside permease NupG	MFS family, nucleoside transport	No Data	3271455	3272711	1257	418	Q8ZM38	AAL21988.1	No Data
STM3114	speF		ornithine decarboxylase, inducible	ornithine decarboxylase isozyme	4.1.1.17	3274908	3272773	2136	711	Q8ZM37	AAL21989.1	GO:0004586
STM3134	exuT	hexuronate transporter	hexuronate transporter	putative permease	No Data	3295723	3294419	1305	434	Q7CPT3	AAL22008.1	No Data
STM3135	uxuA	putative mannonate hydrolase	mannonate dehydratase	putative mannonate hydrolase	4.2.1.8	3296083	3297312	1230	409	P0A2M7	AAL22009.1	GO:0006064
STM3136	uxuB	putative D-mannonate oxidoreductase 	mannitol 2-dehydrogenase	putative D-mannonate oxidoreductase	1.1.1.57	3297597	3298895	1299	432	Q7CPT2	AAL22010.1	No Data
STM3137	uxaC	putative uronate isomerase	Glucuronate isomerase	putative uronate isomerase	5.3.1.12	3298907	3300319	1413	470	Q8ZM23	AAL22011.1	No Data
STM3139	gsp		bifunctional: glutathionylspermidine synthetase; glutathionylspermidine amidase (2nd module)	bifunctional: glutathionylspermidine synthetase glutathionylspermidine amidase	No Data	3304203	3302347	1857	618	Q7CPT1	AAL22013.1	No Data
STM3147	hydB		quinone-reactive Ni/Fe hydrogenase, large subunit	hydrogenase-2, large subunit	1.18.99.1	3310490	3308787	1704	567	Q8ZM16	AAL22021.1	No Data
STM3150	hydA		quinone-reactive Ni/Fe hydrogenase, small subunit	putative Ni/Fe hydrogenases, small subunit	1.18.99.1	3313708	3312644	1065	354	Q7CPS8	AAL22024.1	No Data
STM3158	exbD		ExbD/TolR family protein	uptake of enterochelin tonB-dependent uptake of B	No Data	3320002	3319577	426	141	Q7CPS6	AAL22032.1	No Data
STM3159	exbB		uptake of enterochelin; tonB-dependent uptake of B colicins	uptake of enterochelin tonB-dependent uptake of B	No Data	3320728	3320009	720	239	P0A1H7	AAL22033.1	No Data
STM3161	metC		cystathionine beta-lyase	cystathionine beta-lyase (beta-cystathionase)	4.4.1.8	3320860	3322182	1323	440	P18949	AAL22035.1	GO:0004121
STM3165	no		oxidoreductase, aldo/keto reductase family	2,5-diketo-D-gluconate reductase A	No Data	3325406	3326233	828	275	Q8ZM06	AAL22039.1	No Data
STM3173	plsC		1-acyl-sn-glycerol-3-phosphate acyltransferase	1-acyl-sn-glycerol-3-phosphate acyltransferase	2.3.1.51	3336690	3335953	738	245	P0A257	AAL22047.1	GO:0003841
STM3179	mdaB		modulator of drug activity B	NADPH specific quinone oxidoreductase (drug modulator)	No Data	3342910	3343491	582	193	Q8ZLZ8	AAL22053.1	No Data
STM3180	no		putative cytoplasmic protein	putative cytoplasmic protein	No Data	3343523	3343837	315	104	Q7CPS3	AAL22054.1	No Data
STM3185	no		conserved hypothetical protein TIGR00052	putative resistance protein	3.6.1.13	3348366	3347734	633	210	Q7CPS2	AAL22059.1	No Data
STM3186	tolC		outer membrane protein tolc precursor. {salmonella	outer membrane channel specific tolerance to colicin	No Data	3348573	3350042	1470	489	Q8ZLZ4	AAL22060.1	No Data
STM3190	gufA		gufA protein	putative divalent heavy-metal cations transporter	No Data	3353086	3353859	774	257	P67470	AAL22064.1	No Data
STM3195	ribB		3,4-dihydroxy-2-butanone 4-phosphate synthase	3,4 dihydroxy-2-butanone-4-phosphate synthase	No Data	3358504	3357851	654	217	P66032	AAL22069.1	GO:0008686
STM3200	rfaE		rfaE protein	bifunctional putative sugar nucleotide transferase domain of	2.7.-.-	3363992	3362559	1434	477	Q7CPR9	AAL22074.1	No Data
STM3205	bacA		undecaprenol kinase, putative	bacitracin resistance possibly phosphorylates undecaprenol	2.7.1.66	3371388	3370567	822	273	P67388	AAL22079.1	GO:0017141
STM3206	folB		dihydroneopterin aldolase	dihydroneopterin aldolase, also has dihydroneopterin triphosphate 2-epimerase	4.1.2.25	3371845	3371486	360	119	Q8ZLY2	AAL22080.1	GO:0004150
STM3218	puuT		acetylornithine aminotransferase, putative	putative acetylornithine aminotransferase	2.6.1.13	3384705	3386084	1380	459	Q8ZLX7	AAL22091.1	No Data
STM3225	sstT		sodium/dicarboxylate symporter	putative dicarboxylate permease	No Data	3393500	3394744	1245	414	Q8ZLX1	AAL22098.1	GO:0006835
STM3240	tdcG	L-serine deaminase	L-serine dehydratase, iron-sulfur-dependent, single chain form	L-serine deaminase	4.2.1.13	3406362	3404998	1365	454	Q8ZLW3	AAL22113.1	GO:0003941
STM3241	pfl		formate acetyltransferase	pyruvate formate-lyase 4/ 2-ketobutyrate formate-lyase	2.3.1.54	3408726	3406432	2295	764	Q8ZLW2	AAL22114.1	GO:0006113
STM3242	ackA		acetate kinase	propionate kinase/acetate kinase II, anaerobic	2.7.2.-	3409968	3408760	1209	402	O06961	AAL22115.1	GO:0006113
STM3243	tdcC		serine transporter	HAAAP family, L-threonine/ L-serine permease, anaerobically inducible	No Data	3411365	3410034	1332	443	Q8ZLW1	AAL22116.1	GO:0015194
STM3244	ilvA		threonine dehydratase, catabolic	threonine dehydratase, catabolic	4.2.1.16	3412375	3411386	990	329	P11954	AAL22117.1	No Data
STM3247	garK		glycerate kinase	glycerate kinase	No Data	3416355	3415210	1146	381	Q8ZLV9	AAL22119.1	No Data
STM3248	no		2-hydroxy-3-oxopropionate reductase	tartronate semialdehyde reductase (TSAR)	1.1.1.60	3417343	3416453	891	296	Q8ZLV8	AAL22120.1	No Data
STM3249	garL		2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	2-Dehydro-3-Deoxy-Galactarate Aldolase	No Data	3418085	3417369	717	238	Q7CPQ8	AAL22121.1	No Data
STM3250	garD		galactarate dehydrogenase	galactarate dehydrogenase	4.2.1.42	3418669	3420240	1572	523	Q8ZLV7	AAL22122.1	No Data
STM3253	gatY	tagatose biphosphate aldolase subunit I	fructose-bisphosphate aldolase, class II	putative fructose/tagatose biphosphate aldolase	4.1.2.-	3422605	3423459	855	284	Q7CPQ7	AAL22125.1	No Data
STM3254	tagK	tagatose 1-phosphate kinase	putative fructose-1-phosphate kinase	putative fructose-1-phosphate kinase	No Data	3423431	3424384	954	317	Q8ZLV4	AAL22126.1	No Data
STM3255	tagT	tagatose-specific component IIB	PTS system component	putative phosphotransferase system fructose-specific component IIB	2.7.1.69	3424411	3425838	1428	475	Q8ZLV3	AAL22127.1	GO:0009401
STM3256	tagH	PTS tagatose-specific IIA domain	PTS system, fructose-specific IIA/FPR component	putative phosphotransferase system mannitol/fructose-specific IIA domain	2.7.1.69	3425825	3426631	807	268	Q8ZLV2	AAL22128.1	GO:0009401
STM3257	gatZ	tagatose biphosphate aldolase subunit II	putative tagatose 6-phosphate kinase 1	putative tagatose 6-phosphate kinase 1	2.7.1.144	3426649	3428100	1452	483	Q8ZLV1	AAL22129.1	No Data
STM3258	gatA	 galactitol-specific enzyme IIA of phosphotransferase system	PTS system IIA component, putative	Sugar specific-family of transport protein, galactitol-specific enzyme	2.7.1.69	3428115	3428579	465	154	Q8ZLV0	AAL22130.1	No Data
STM3259	gatB	PTS family galactitol-specific enzyme IIB	PTS system component	PTS family galactitol-specific enzyme IIB	2.7.1.69	3428610	3428894	285	94	Q8ZLU9	AAL22131.1	No Data
STM3260	gatC	PTS family galactitol-specific enzyme IIC	PTS system component	PTS family galactitol-specific enzyme IIC	No Data	3428898	3430271	1374	457	Q8ZLU8	AAL22132.1	No Data
STM3261	gatD	galactitol-1-phosphate dehydrogenase 	sorbitol dehydrogenase, putative	galactitol-1-phosphate dehydrogenase	1.1.1.-	3430315	3431358	1044	347	Q8ZLU7	AAL22133.1	No Data
STM3279	mtr		tryptophan transporter	HAAAP family, tryptophan-specific transport protein	No Data	3446031	3444787	1245	414	Q8ZLT5	AAL22151.1	GO:0015196
STM3290	argG		argininosuccinate synthase	argininosuccinate synthetase	6.3.4.5	3458923	3460266	1344	447	Q8ZLT0	AAL22161.1	GO:0004055
STM3294	mrsA		phosphoglucosamine mutase	phosphoglucosamine mutase	No Data	3463744	3462407	1338	445	Q7CPP9	AAL22164.1	GO:0008966
STM3295	folP		dihydropteroate synthase	7,8-dihydropteroate synthase	2.5.1.15	3464534	3463737	798	265	Q8ZLS8	AAL22165.1	GO:0004156
STM3300	dacB		D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	D-alanyl-D-alanine carboxypeptidase, penicillin-binding protein 4	3.4.99.-	3468654	3470087	1434	477	Q8ZLS6	AAL22170.1	GO:0008717
STM3305	ispB		octaprenyl-diphosphate synthase	octaprenyl diphosphate synthase	2.5.1.	3473173	3474318	1146	381	Q7CPP6	AAL22174.1	GO:0006744
STM3307	murA		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	3476154	3474895	1260	419	P65454	AAL22176.1	GO:0008760
STM3314	no		K+-dependent Na+/Ca+ exchanger related-protein	putative CacA family, Na:Ca transport protein	No Data	3479983	3480948	966	321	Q8ZLS2	AAL22183.1	No Data
STM3315	arpI		sugar isomerase, KpsF/GutQ family	putative polysialic acid capsule expression protein	No Data	3480938	3481948	1011	336	Q8ZLS1	AAL22184.1	No Data
STM3316	kdoP		putative protein of HAD superfamily, CMP-Neu5Ac homologs	putative protein of HAD superfamily, CMP-Neu5Ac homologs	No Data	3481969	3482535	567	188	Q8ZLS0	AAL22185.1	No Data
STM3330	gltB-2		glutamate synthase, large subunit	glutamate synthase, large subunit	1.4.1.13	3494523	3498983	4461	1486	Q8ZLR4	AAL22199.1	GO:0004355
STM3331	gltD-2		glutamate synthase, small subunit	glutamate synthase, small subunit	1.4.1.13	3498993	3500411	1419	472	Q8ZLR3	AAL22200.1	GO:0004355
STM3333	codB	putative purine-cytosine permease	putative purine-cytosine permease	putative purine-cytosine permease	No Data	3501895	3503091	1197	398	Q8ZLR1	AAL22202.1	No Data
